date,bid1,bid2,bid3,bid4,bid5,offer1,offer2,offer3,offer4,offer5
2022-08-05 10:00:00.092002,17.1 | 784.4,17.0 | 1791.1,16.9 | 822.8,16.8 | 948.9,16.7 | 251.0,17.2 | 421.9,17.3 | 1639.4,17.4 | 1158.0,17.5 | 729.5,17.6 | 573.2
2022-08-05 10:01:00.113527,17.1 | 763.8,17.0 | 1940.7,16.9 | 832.8,16.8 | 970.4,16.7 | 351.0,17.2 | 754.1,17.3 | 1460.5,17.4 | 1155.8,17.5 | 730.5,17.6 | 574.2
2022-08-05 10:02:00.051640,17.1 | 765.7,17.0 | 1961.6,16.9 | 848.8,16.8 | 1001.4,16.7 | 381.2,17.2 | 877.4,17.3 | 1465.0,17.4 | 1156.2,17.5 | 730.5,17.6 | 577.2
2022-08-05 10:03:00.050989,17.1 | 765.9,17.0 | 1991.8,16.9 | 871.8,16.8 | 1006.7,16.7 | 384.2,17.2 | 732.5,17.3 | 1472.3,17.4 | 1163.5,17.5 | 757.5,17.6 | 578.0
2022-08-05 10:04:00.070433,17.1 | 771.1,17.0 | 2041.8,16.9 | 881.8,16.8 | 1009.7,16.7 | 394.2,17.2 | 845.9,17.3 | 1479.3,17.4 | 1195.7,17.5 | 757.5,17.6 | 578.0
2022-08-05 10:05:00.070177,17.1 | 762.4,17.0 | 2046.6,16.9 | 894.8,16.8 | 1036.4,16.7 | 399.2,17.2 | 854.6,17.3 | 1502.3,17.4 | 1197.7,17.5 | 747.5,17.6 | 578.0
2022-08-05 10:06:00.059748,17.1 | 762.1,17.0 | 2037.6,16.9 | 894.0,16.8 | 1041.4,16.7 | 399.2,17.2 | 871.5,17.3 | 1503.0,17.4 | 1199.2,17.5 | 753.3,17.6 | 608.0
2022-08-05 10:07:00.064212,17.1 | 661.0,17.0 | 2042.6,16.9 | 904.1,16.8 | 1041.7,16.7 | 399.2,17.2 | 942.4,17.3 | 1460.5,17.4 | 1198.6,17.5 | 754.6,17.6 | 608.0
2022-08-05 10:08:00.068814,17.1 | 715.8,17.0 | 2040.6,16.9 | 905.1,16.8 | 1041.7,16.7 | 419.2,17.2 | 973.9,17.3 | 1460.5,17.4 | 1198.9,17.5 | 755.6,17.6 | 608.0
2022-08-05 10:09:00.068046,17.1 | 716.8,17.0 | 2051.6,16.9 | 905.1,16.8 | 1042.2,16.7 | 419.3,17.2 | 994.9,17.3 | 1454.2,17.4 | 1199.9,17.5 | 755.6,17.6 | 608.0
2022-08-05 10:10:00.052853,17.1 | 716.5,17.0 | 1663.9,16.9 | 905.6,16.8 | 1042.2,16.7 | 419.3,17.2 | 991.2,17.3 | 1456.9,17.4 | 1199.9,17.5 | 755.6,17.6 | 607.0
2022-08-05 10:11:00.065882,17.1 | 717.5,17.0 | 1684.0,16.9 | 906.0,16.8 | 1042.2,16.7 | 419.3,17.2 | 993.8,17.3 | 1459.4,17.4 | 1199.9,17.5 | 755.6,17.6 | 607.0
2022-08-05 10:12:00.066848,17.1 | 716.3,17.0 | 1684.5,16.9 | 906.0,16.8 | 1042.6,16.7 | 439.3,17.2 | 1098.8,17.3 | 1455.9,17.4 | 1200.9,17.5 | 755.6,17.6 | 607.0
2022-08-05 10:13:00.046805,17.1 | 721.1,17.0 | 1695.9,16.9 | 906.0,16.8 | 1054.1,16.7 | 439.3,17.2 | 1104.3,17.3 | 1455.9,17.4 | 1200.9,17.5 | 756.1,17.6 | 606.6
2022-08-05 10:14:00.066302,17.1 | 711.3,17.0 | 1704.9,16.9 | 717.0,16.8 | 1054.2,16.7 | 639.3,17.2 | 1088.4,17.3 | 1459.7,17.4 | 1200.9,17.5 | 761.1,17.6 | 606.6
2022-08-05 10:15:00.065710,17.1 | 788.9,17.0 | 1729.9,16.9 | 767.0,16.8 | 1055.2,16.7 | 649.3,17.2 | 1098.1,17.3 | 1452.7,17.4 | 1200.9,17.5 | 761.1,17.6 | 606.6
2022-08-05 10:16:00.053742,17.1 | 739.2,17.0 | 1730.4,16.9 | 772.9,16.8 | 1055.2,16.7 | 649.3,17.2 | 1097.3,17.3 | 1454.4,17.4 | 1199.9,17.5 | 771.1,17.6 | 606.6
2022-08-05 10:17:00.054903,17.1 | 817.9,17.0 | 1732.0,16.9 | 773.0,16.8 | 1055.2,16.7 | 650.8,17.2 | 1097.4,17.3 | 1454.6,17.4 | 1204.9,17.5 | 771.1,17.6 | 606.6
2022-08-05 10:18:00.049336,17.1 | 767.2,17.0 | 1732.7,16.9 | 773.5,16.8 | 1055.3,16.7 | 651.8,17.2 | 1122.9,17.3 | 1454.6,17.4 | 1205.4,17.5 | 771.1,17.6 | 607.6
2022-08-05 10:19:00.063880,17.1 | 764.0,17.0 | 1734.0,16.9 | 773.5,16.8 | 1055.4,16.7 | 654.8,17.2 | 1124.5,17.3 | 1475.6,17.4 | 1215.4,17.5 | 764.5,17.6 | 586.6
2022-08-05 10:20:00.060119,17.1 | 778.3,17.0 | 1727.2,16.9 | 773.1,16.8 | 1060.4,16.7 | 654.8,17.2 | 1124.8,17.3 | 1486.5,17.4 | 1217.4,17.5 | 764.5,17.6 | 586.6
2022-08-05 10:21:00.055460,17.1 | 762.9,17.0 | 1727.2,16.9 | 773.1,16.8 | 1062.4,16.7 | 656.8,17.2 | 1124.8,17.3 | 1488.5,17.4 | 1207.9,17.5 | 764.5,17.6 | 586.6
2022-08-05 10:22:00.049535,17.1 | 770.7,17.0 | 1727.5,16.9 | 783.1,16.8 | 1064.4,16.7 | 656.8,17.2 | 1134.2,17.3 | 1488.5,17.4 | 1207.9,17.5 | 766.5,17.6 | 586.6
2022-08-05 10:23:00.072737,17.1 | 769.6,17.0 | 1726.5,16.9 | 783.1,16.8 | 1067.4,16.7 | 656.8,17.2 | 1157.2,17.3 | 1489.0,17.4 | 1207.9,17.5 | 767.0,17.6 | 590.6
2022-08-05 10:24:00.066920,17.1 | 768.7,17.0 | 1735.0,16.9 | 793.1,16.8 | 1067.4,16.7 | 656.8,17.2 | 1154.8,17.3 | 1490.8,17.4 | 1207.9,17.5 | 767.0,17.6 | 590.6
2022-08-05 10:25:00.047440,17.1 | 762.6,17.0 | 1736.2,16.9 | 794.1,16.8 | 1067.4,16.7 | 656.8,17.2 | 1154.8,17.3 | 1492.3,17.4 | 1209.9,17.5 | 767.1,17.6 | 590.6
2022-08-05 10:26:00.066907,17.1 | 854.6,17.0 | 1738.4,16.9 | 795.1,16.8 | 1067.4,16.7 | 657.1,17.2 | 1142.2,17.3 | 1492.5,17.4 | 1209.9,17.5 | 767.1,17.6 | 593.6
2022-08-05 10:27:00.067668,17.1 | 772.7,17.0 | 1743.6,16.9 | 795.7,16.8 | 1067.4,16.7 | 657.7,17.2 | 1142.4,17.3 | 1592.5,17.4 | 1209.6,17.5 | 767.1,17.6 | 593.6
2022-08-05 10:28:00.062219,17.1 | 483.5,17.0 | 1734.6,16.9 | 805.7,16.8 | 1068.4,16.7 | 657.9,17.2 | 1136.9,17.3 | 1792.5,17.4 | 1209.6,17.5 | 767.1,17.6 | 593.6
2022-08-05 10:29:00.064783,17.1 | 412.6,17.0 | 1754.6,16.9 | 805.8,16.8 | 1068.4,16.7 | 657.9,17.2 | 1134.8,17.3 | 1794.5,17.4 | 1211.1,17.5 | 768.1,17.6 | 593.6
2022-08-05 10:30:00.071909,17.1 | 418.9,17.0 | 1754.1,16.9 | 807.3,16.8 | 1069.9,16.7 | 657.9,17.2 | 1163.7,17.3 | 1792.0,17.4 | 1216.1,17.5 | 768.1,17.6 | 593.6
