date,bid1,bid2,bid3,bid4,bid5,offer1,offer2,offer3,offer4,offer5
2022-09-29 10:00:00.026536,16.5 | 426.8,16.4 | 1548.5,16.3 | 656.1,16.2 | 753.9,16.1 | 1096.8,16.6 | 869.3,16.7 | 688.3,16.8 | 424.0,16.9 | 281.2,17.0 | 363.8
2022-09-29 10:01:00.069415,16.5 | 799.5,16.4 | 891.6,16.3 | 709.6,16.2 | 762.4,16.1 | 1096.8,16.6 | 759.3,16.7 | 688.6,16.8 | 424.0,16.9 | 281.2,17.0 | 363.8
2022-09-29 10:02:00.048049,16.6 | 463.9,16.5 | 914.3,16.4 | 873.5,16.3 | 685.3,16.2 | 766.2,16.7 | 643.8,16.8 | 549.3,16.9 | 301.0,17.0 | 459.8,17.1 | 208.2
2022-09-29 10:03:00.052212,16.6 | 451.6,16.5 | 969.7,16.4 | 872.7,16.3 | 695.5,16.2 | 766.4,16.7 | 637.5,16.8 | 550.9,16.9 | 304.4,17.0 | 462.8,17.1 | 213.2
2022-09-29 10:04:00.064659,16.5 | 1022.5,16.4 | 881.8,16.3 | 696.5,16.2 | 766.4,16.1 | 1101.0,16.6 | 274.3,16.7 | 532.4,16.8 | 550.8,16.9 | 304.1,17.0 | 465.8
2022-09-29 10:05:00.055988,16.5 | 1051.3,16.4 | 981.7,16.3 | 698.7,16.2 | 767.4,16.1 | 1101.6,16.6 | 401.3,16.7 | 530.2,16.8 | 551.2,16.9 | 304.1,17.0 | 465.8
2022-09-29 10:06:00.065614,16.5 | 1038.5,16.4 | 999.8,16.3 | 693.2,16.2 | 770.3,16.1 | 1104.6,16.6 | 426.1,16.7 | 530.2,16.8 | 555.2,16.9 | 304.1,17.0 | 465.8
2022-09-29 10:07:00.061559,16.6 | 154.5,16.5 | 1025.7,16.4 | 997.8,16.3 | 697.5,16.2 | 774.9,16.7 | 726.1,16.8 | 555.2,16.9 | 309.1,17.0 | 485.8,17.1 | 216.2
2022-09-29 10:08:00.052562,16.6 | 130.2,16.5 | 1011.7,16.4 | 1000.0,16.3 | 699.5,16.2 | 774.9,16.7 | 731.7,16.8 | 564.8,16.9 | 310.4,17.0 | 490.8,17.1 | 216.2
2022-09-29 10:09:00.065168,16.6 | 149.0,16.5 | 1038.3,16.4 | 1008.8,16.3 | 704.8,16.2 | 775.1,16.7 | 544.4,16.8 | 584.8,16.9 | 320.4,17.0 | 490.9,17.1 | 216.2
2022-09-29 10:10:00.055693,16.6 | 898.1,16.5 | 1247.6,16.4 | 1010.7,16.3 | 708.8,16.2 | 776.9,16.7 | 434.7,16.8 | 581.1,16.9 | 314.6,17.0 | 518.9,17.1 | 258.0
2022-09-29 10:11:00.056099,16.6 | 867.1,16.5 | 1242.3,16.4 | 1007.8,16.3 | 708.8,16.2 | 777.3,16.7 | 510.6,16.8 | 581.2,16.9 | 323.2,17.0 | 529.8,17.1 | 258.5
2022-09-29 10:12:00.052573,16.6 | 876.7,16.5 | 1249.1,16.4 | 1007.9,16.3 | 724.8,16.2 | 779.4,16.7 | 351.3,16.8 | 582.1,16.9 | 322.9,17.0 | 530.8,17.1 | 258.5
