date,bid1,bid2,bid3,bid4,bid5,offer1,offer2,offer3,offer4,offer5
2022-10-06 10:03:04.322761,16.4 | 228.8,16.3 | 496.1,16.2 | 954.3,16.1 | 1507.4,16.0 | 1057.4,16.5 | 1209.0,16.6 | 810.2,16.7 | 607.7,16.8 | 453.7,16.9 | 147.6
2022-10-06 10:04:00.148522,16.4 | 189.6,16.3 | 494.9,16.2 | 947.8,16.1 | 1507.4,16.0 | 1058.1,16.5 | 1219.7,16.6 | 810.2,16.7 | 607.7,16.8 | 453.7,16.9 | 147.6
2022-10-06 10:05:00.146422,16.4 | 228.7,16.3 | 502.3,16.2 | 948.0,16.1 | 1514.4,16.0 | 1060.6,16.5 | 1245.0,16.6 | 810.2,16.7 | 607.7,16.8 | 453.7,16.9 | 147.6
2022-10-06 10:06:00.047476,16.4 | 228.2,16.3 | 503.3,16.2 | 948.1,16.1 | 1514.4,16.0 | 1060.7,16.5 | 1429.2,16.6 | 812.2,16.7 | 605.7,16.8 | 453.7,16.9 | 149.6
2022-10-06 10:07:00.056132,16.4 | 238.9,16.3 | 503.3,16.2 | 968.1,16.1 | 1514.4,16.0 | 1078.8,16.5 | 1438.2,16.6 | 810.2,16.7 | 610.7,16.8 | 453.7,16.9 | 149.6
2022-10-06 10:08:00.167447,16.4 | 246.3,16.3 | 504.7,16.2 | 968.2,16.1 | 1514.5,16.0 | 1083.8,16.5 | 1446.3,16.6 | 810.3,16.7 | 615.7,16.8 | 453.7,16.9 | 150.6
2022-10-06 10:09:00.172246,16.4 | 246.3,16.3 | 516.9,16.2 | 968.5,16.1 | 1514.5,16.0 | 1084.9,16.5 | 1267.9,16.6 | 811.7,16.7 | 617.7,16.8 | 453.7,16.9 | 150.6
2022-10-06 10:10:00.056833,16.4 | 246.1,16.3 | 521.3,16.2 | 968.9,16.1 | 1515.0,16.0 | 1093.9,16.5 | 1487.1,16.6 | 814.7,16.7 | 620.0,16.8 | 453.7,16.9 | 150.6
2022-10-06 10:11:00.058996,16.4 | 290.4,16.3 | 526.8,16.2 | 1273.9,16.1 | 1515.1,16.0 | 1095.1,16.5 | 1266.4,16.6 | 815.9,16.7 | 623.2,16.8 | 453.7,16.9 | 150.6
2022-10-06 10:12:00.051301,16.4 | 235.1,16.3 | 531.8,16.2 | 1274.2,16.1 | 1516.1,16.0 | 1098.9,16.5 | 1366.1,16.6 | 815.8,16.7 | 623.2,16.8 | 453.7,16.9 | 150.6
2022-10-06 10:13:00.057593,16.4 | 288.9,16.3 | 550.1,16.2 | 1282.5,16.1 | 1514.2,16.0 | 1103.6,16.5 | 1376.9,16.6 | 833.8,16.7 | 628.1,16.8 | 453.7,16.9 | 150.6
