date,bid1,bid2,bid3,bid4,bid5,offer1,offer2,offer3,offer4,offer5
2022-09-30 10:00:00.048029,16.2 | 189.7,16.1 | 1079.0,16.0 | 1876.0,15.9 | 1195.1,15.8 | 860.3,16.3 | 456.2,16.4 | 251.6,16.5 | 1061.9,16.6 | 490.8,16.7 | 398.8
2022-09-30 10:01:00.066898,16.2 | 193.9,16.1 | 1079.0,16.0 | 1893.2,15.9 | 1198.5,15.8 | 867.3,16.3 | 486.8,16.4 | 251.6,16.5 | 1087.8,16.6 | 490.8,16.7 | 398.8
2022-09-30 10:02:00.054102,16.2 | 105.4,16.1 | 1064.7,16.0 | 1896.4,15.9 | 1198.7,15.8 | 870.4,16.3 | 531.0,16.4 | 282.8,16.5 | 1069.5,16.6 | 469.6,16.7 | 398.8
2022-09-30 10:03:00.047028,16.1 | 1012.9,16.0 | 1914.7,15.9 | 1344.0,15.8 | 870.4,15.7 | 520.8,16.2 | 494.0,16.3 | 328.4,16.4 | 289.5,16.5 | 1066.9,16.6 | 469.6
2022-09-30 10:04:00.055732,16.1 | 1018.5,16.0 | 1926.7,15.9 | 1367.4,15.8 | 981.4,15.7 | 531.8,16.2 | 413.6,16.3 | 329.4,16.4 | 289.6,16.5 | 1066.9,16.6 | 467.6
2022-09-30 10:05:00.047370,16.1 | 1028.1,16.0 | 1935.4,15.9 | 1383.4,15.8 | 981.7,15.7 | 533.8,16.2 | 465.2,16.3 | 350.6,16.4 | 289.6,16.5 | 1068.1,16.6 | 467.6
2022-09-30 10:06:00.067834,16.1 | 1048.4,16.0 | 1944.7,15.9 | 1386.6,15.8 | 986.2,15.7 | 533.8,16.2 | 332.2,16.3 | 350.6,16.4 | 290.8,16.5 | 1067.0,16.6 | 470.6
2022-09-30 10:07:00.068770,16.1 | 1055.9,16.0 | 1947.8,15.9 | 1398.9,15.8 | 991.2,15.7 | 538.8,16.2 | 372.0,16.3 | 350.6,16.4 | 290.8,16.5 | 1067.0,16.6 | 470.6
2022-09-30 10:08:00.072320,16.1 | 1064.7,16.0 | 1931.3,15.9 | 1414.6,15.8 | 1005.3,15.7 | 562.8,16.2 | 375.6,16.3 | 350.6,16.4 | 290.9,16.5 | 1067.3,16.6 | 470.6
2022-09-30 10:09:00.060674,16.1 | 1065.1,16.0 | 1935.0,15.9 | 1413.6,15.8 | 1019.8,15.7 | 563.8,16.2 | 517.9,16.3 | 350.6,16.4 | 290.9,16.5 | 1067.3,16.6 | 470.6
2022-09-30 10:10:00.051740,16.1 | 1066.6,16.0 | 2036.9,15.9 | 1420.8,15.8 | 1019.8,15.7 | 565.8,16.2 | 524.1,16.3 | 350.6,16.4 | 290.9,16.5 | 1067.3,16.6 | 470.6
2022-09-30 10:11:00.062902,16.1 | 1068.6,16.0 | 2037.6,15.9 | 1422.3,15.8 | 1025.8,15.7 | 567.3,16.2 | 524.1,16.3 | 350.6,16.4 | 290.9,16.5 | 1067.3,16.6 | 470.6
2022-09-30 10:12:00.064819,16.1 | 1081.7,16.0 | 2038.5,15.9 | 1524.3,15.8 | 1024.8,15.7 | 577.3,16.2 | 524.6,16.3 | 350.6,16.4 | 290.9,16.5 | 1067.3,16.6 | 470.6
2022-09-30 10:13:00.066172,16.1 | 1089.3,16.0 | 2046.3,15.9 | 1525.8,15.8 | 1024.9,15.7 | 577.3,16.2 | 522.9,16.3 | 353.0,16.4 | 290.9,16.5 | 1067.3,16.6 | 470.6
2022-09-30 10:14:00.051626,16.1 | 1092.8,16.0 | 2049.8,15.9 | 1525.9,15.8 | 1025.0,15.7 | 577.3,16.2 | 567.1,16.3 | 353.1,16.4 | 250.9,16.5 | 1067.3,16.6 | 470.6
2022-09-30 10:15:00.059771,16.1 | 1092.8,16.0 | 2062.3,15.9 | 1527.7,15.8 | 1026.3,15.7 | 577.3,16.2 | 547.9,16.3 | 353.1,16.4 | 250.9,16.5 | 1067.3,16.6 | 470.6
2022-09-30 10:16:00.046522,16.1 | 1096.8,16.0 | 2069.6,15.9 | 1528.7,15.8 | 1026.3,15.7 | 577.3,16.2 | 564.7,16.3 | 353.1,16.4 | 250.9,16.5 | 1067.3,16.6 | 470.6
2022-09-30 10:17:00.064869,16.1 | 1085.1,16.0 | 2070.7,15.9 | 1482.9,15.8 | 1028.3,15.7 | 578.3,16.2 | 654.5,16.3 | 453.1,16.4 | 250.9,16.5 | 1067.3,16.6 | 470.6
2022-09-30 10:18:00.071056,16.1 | 1089.2,16.0 | 2075.0,15.9 | 1483.4,15.8 | 1133.3,15.7 | 578.3,16.2 | 656.9,16.3 | 453.1,16.4 | 250.9,16.5 | 1067.3,16.6 | 470.6
2022-09-30 10:19:00.063479,16.1 | 1094.5,16.0 | 2101.9,15.9 | 1483.4,15.8 | 1133.3,15.7 | 588.3,16.2 | 598.9,16.3 | 453.7,16.4 | 250.9,16.5 | 1067.3,16.6 | 470.6
2022-09-30 10:20:00.067042,16.1 | 1098.0,16.0 | 2109.5,15.9 | 1486.0,15.8 | 1133.4,15.7 | 588.4,16.2 | 596.0,16.3 | 453.7,16.4 | 250.9,16.5 | 1067.3,16.6 | 470.6
