date,bid1,bid2,bid3,bid4,bid5,offer1,offer2,offer3,offer4,offer5
2022-10-05 10:00:00.047762,16.2 | 252.9,16.1 | 906.1,16.0 | 1084.1,15.9 | 1116.3,15.8 | 1010.2,16.3 | 624.3,16.4 | 444.5,16.5 | 492.0,16.6 | 522.3,16.7 | 761.5
2022-10-05 10:01:00.078536,16.2 | 248.5,16.1 | 905.1,16.0 | 1093.1,15.9 | 1118.3,15.8 | 1013.2,16.3 | 620.9,16.4 | 444.5,16.5 | 493.0,16.6 | 522.3,16.7 | 761.5
2022-10-05 10:02:00.057749,16.2 | 408.9,16.1 | 918.7,16.0 | 1128.1,15.9 | 1126.1,15.8 | 1013.2,16.3 | 621.8,16.4 | 444.5,16.5 | 494.0,16.6 | 513.3,16.7 | 763.5
2022-10-05 10:03:00.068507,16.2 | 454.0,16.1 | 960.7,16.0 | 1148.0,15.9 | 1126.2,15.8 | 1013.3,16.3 | 625.8,16.4 | 444.5,16.5 | 494.0,16.6 | 515.3,16.7 | 763.5
2022-10-05 10:04:00.046819,16.2 | 455.7,16.1 | 995.6,16.0 | 1148.0,15.9 | 1126.2,15.8 | 1014.8,16.3 | 628.8,16.4 | 444.5,16.5 | 494.0,16.6 | 533.3,16.7 | 763.5
2022-10-05 10:05:00.072183,16.2 | 452.2,16.1 | 1001.6,16.0 | 1157.9,15.9 | 1126.5,15.8 | 1013.8,16.3 | 633.7,16.4 | 447.0,16.5 | 492.0,16.6 | 533.3,16.7 | 763.6
2022-10-05 10:06:00.078273,16.2 | 498.4,16.1 | 997.3,16.0 | 1200.1,15.9 | 1138.2,15.8 | 1017.0,16.3 | 634.0,16.4 | 447.5,16.5 | 492.0,16.6 | 533.3,16.7 | 763.6
2022-10-05 10:07:00.059496,16.2 | 484.3,16.1 | 999.3,16.0 | 1202.6,15.9 | 1138.2,15.8 | 1017.1,16.3 | 634.9,16.4 | 447.5,16.5 | 492.0,16.6 | 543.3,16.7 | 763.6
2022-10-05 10:08:00.062715,16.2 | 388.9,16.1 | 1000.4,16.0 | 1202.8,15.9 | 1138.2,15.8 | 1017.1,16.3 | 939.1,16.4 | 446.3,16.5 | 572.9,16.6 | 630.8,16.7 | 763.6
2022-10-05 10:09:00.050883,16.2 | 386.0,16.1 | 960.4,16.0 | 1203.5,15.9 | 1138.2,15.8 | 1017.1,16.3 | 939.8,16.4 | 446.4,16.5 | 572.9,16.6 | 630.8,16.7 | 768.6
2022-10-05 10:10:00.036209,16.2 | 413.1,16.1 | 959.4,16.0 | 1206.5,15.9 | 1138.4,15.8 | 1019.1,16.3 | 937.3,16.4 | 446.4,16.5 | 576.9,16.6 | 630.8,16.7 | 769.6
2022-10-05 10:11:00.051069,16.2 | 415.1,16.1 | 969.4,16.0 | 1206.9,15.9 | 1141.4,15.8 | 1022.1,16.3 | 938.2,16.4 | 446.4,16.5 | 577.8,16.6 | 630.8,16.7 | 770.3
2022-10-05 10:12:00.041697,16.2 | 214.0,16.1 | 967.5,16.0 | 1207.9,15.9 | 1141.4,15.8 | 1022.1,16.3 | 939.7,16.4 | 446.3,16.5 | 577.8,16.6 | 630.8,16.7 | 770.7
2022-10-05 10:13:00.055126,16.2 | 154.1,16.1 | 968.0,16.0 | 1210.5,15.9 | 1141.9,15.8 | 1022.1,16.3 | 938.7,16.4 | 466.3,16.5 | 557.8,16.6 | 631.3,16.7 | 770.7
2022-10-05 10:14:00.056430,16.2 | 129.5,16.1 | 970.0,16.0 | 1211.5,15.9 | 1170.3,15.8 | 1022.4,16.3 | 938.7,16.4 | 465.8,16.5 | 557.8,16.6 | 631.3,16.7 | 770.7
2022-10-05 10:15:00.048619,16.2 | 167.8,16.1 | 1002.2,16.0 | 1222.1,15.9 | 1180.0,15.8 | 1022.4,16.3 | 939.7,16.4 | 465.8,16.5 | 557.8,16.6 | 631.3,16.7 | 770.7
2022-10-05 10:16:00.045497,16.2 | 196.9,16.1 | 1002.2,16.0 | 1221.8,15.9 | 1184.1,15.8 | 1022.6,16.3 | 939.7,16.4 | 465.8,16.5 | 565.3,16.6 | 624.3,16.7 | 770.7
2022-10-05 10:17:00.050445,16.2 | 312.4,16.1 | 1002.2,16.0 | 1216.4,15.9 | 1186.5,15.8 | 1023.6,16.3 | 939.7,16.4 | 465.8,16.5 | 565.3,16.6 | 624.3,16.7 | 770.7
2022-10-05 10:18:00.046448,16.2 | 313.5,16.1 | 1002.2,16.0 | 1216.4,15.9 | 1184.5,15.8 | 1023.6,16.3 | 939.9,16.4 | 465.8,16.5 | 565.3,16.6 | 624.3,16.7 | 770.7
2022-10-05 10:19:00.053012,16.2 | 306.0,16.1 | 1002.2,16.0 | 1213.2,15.9 | 1186.5,15.8 | 1027.2,16.3 | 940.7,16.4 | 465.9,16.5 | 558.3,16.6 | 624.2,16.7 | 770.7
