date,bid1,bid2,bid3,bid4,bid5,offer1,offer2,offer3,offer4,offer5
2022-09-14 10:00:00.053726,17.9 | 592.7,17.8 | 1438.7,17.7 | 932.5,17.6 | 744.8,17.5 | 674.1,18.0 | 905.5,18.1 | 558.1,18.2 | 507.5,18.3 | 379.2,18.4 | 1002.5
2022-09-14 10:01:00.066418,17.9 | 626.4,17.8 | 1462.3,17.7 | 1021.9,17.6 | 745.8,17.5 | 687.5,18.0 | 740.4,18.1 | 558.5,18.2 | 507.5,18.3 | 379.6,18.4 | 1002.5
2022-09-14 10:02:00.057285,17.9 | 632.2,17.8 | 1472.9,17.7 | 1026.7,17.6 | 745.9,17.5 | 685.8,18.0 | 712.4,18.1 | 558.5,18.2 | 507.6,18.3 | 379.6,18.4 | 1002.5
2022-09-14 10:03:00.058737,18.0 | 406.9,17.9 | 775.6,17.8 | 1441.7,17.7 | 1026.7,17.6 | 776.4,18.1 | 739.0,18.2 | 577.6,18.3 | 379.6,18.4 | 1002.5,18.5 | 1607.2
2022-09-14 10:04:00.061844,18.0 | 506.9,17.9 | 791.3,17.8 | 1438.6,17.7 | 1036.0,17.6 | 776.4,18.1 | 754.0,18.2 | 588.1,18.3 | 379.7,18.4 | 994.5,18.5 | 1610.2
2022-09-14 10:05:00.061695,18.0 | 513.3,17.9 | 794.2,17.8 | 1473.2,17.7 | 1016.0,17.6 | 776.4,18.1 | 554.0,18.2 | 790.0,18.3 | 379.7,18.4 | 1004.9,18.5 | 1610.2
2022-09-14 10:06:00.083779,18.0 | 528.8,17.9 | 795.3,17.8 | 1479.2,17.7 | 1027.5,17.6 | 776.5,18.1 | 541.6,18.2 | 806.4,18.3 | 393.9,18.4 | 1004.9,18.5 | 1623.2
2022-09-14 10:07:00.067953,18.0 | 534.3,17.9 | 784.9,17.8 | 1509.2,17.7 | 1027.5,17.6 | 766.5,18.1 | 540.7,18.2 | 820.4,18.3 | 393.8,18.4 | 1008.9,18.5 | 1623.1
2022-09-14 10:08:00.052971,18.0 | 543.0,17.9 | 774.9,17.8 | 1516.8,17.7 | 1027.5,17.6 | 766.5,18.1 | 540.6,18.2 | 820.4,18.3 | 394.4,18.4 | 1009.1,18.5 | 1623.1
2022-09-14 10:09:00.081125,18.0 | 736.0,17.9 | 807.0,17.8 | 1491.9,17.7 | 1027.5,17.6 | 766.5,18.1 | 348.2,18.2 | 822.5,18.3 | 398.3,18.4 | 1009.1,18.5 | 1623.1
2022-09-14 10:10:00.073432,18.0 | 742.3,17.9 | 520.6,17.8 | 1609.6,17.7 | 1027.9,17.6 | 766.5,18.1 | 328.0,18.2 | 817.8,18.3 | 398.4,18.4 | 1009.1,18.5 | 1623.1
2022-09-14 10:11:00.233191,18.0 | 748.6,17.9 | 540.0,17.8 | 1612.6,17.7 | 1027.4,17.6 | 766.5,18.1 | 356.1,18.2 | 817.9,18.3 | 398.4,18.4 | 1011.4,18.5 | 1623.1
2022-09-14 10:12:00.227202,17.9 | 564.0,17.8 | 1641.2,17.7 | 1032.6,17.6 | 771.6,17.5 | 720.3,18.0 | 603.7,18.1 | 615.3,18.2 | 815.5,18.3 | 384.2,18.4 | 1011.4
2022-09-14 10:13:00.061571,17.9 | 529.7,17.8 | 1667.9,17.7 | 1037.3,17.6 | 771.6,17.5 | 732.3,18.0 | 808.5,18.1 | 614.6,18.2 | 815.5,18.3 | 384.2,18.4 | 1011.9
2022-09-14 10:14:00.620132,17.9 | 550.0,17.8 | 1675.0,17.7 | 1040.5,17.6 | 774.3,17.5 | 733.1,18.0 | 763.7,18.1 | 597.9,18.2 | 793.4,18.3 | 386.2,18.4 | 1011.9
2022-09-14 10:15:00.612867,17.9 | 553.2,17.8 | 1664.2,17.7 | 1040.9,17.6 | 774.3,17.5 | 733.1,18.0 | 760.9,18.1 | 603.1,18.2 | 800.4,18.3 | 384.2,18.4 | 1011.9
2022-09-14 10:16:00.072627,17.9 | 550.8,17.8 | 1677.9,17.7 | 1048.3,17.6 | 774.3,17.5 | 741.1,18.0 | 758.3,18.1 | 583.1,18.2 | 800.4,18.3 | 384.2,18.4 | 1011.9
2022-09-14 10:17:00.059592,17.9 | 563.5,17.8 | 1678.6,17.7 | 1055.3,17.6 | 784.3,17.5 | 743.1,18.0 | 759.1,18.1 | 583.1,18.2 | 800.4,18.3 | 584.2,18.4 | 1011.9
2022-09-14 10:18:00.054018,17.9 | 592.4,17.8 | 1688.3,17.7 | 1081.6,17.6 | 784.3,17.5 | 753.2,18.0 | 757.6,18.1 | 583.1,18.2 | 800.4,18.3 | 587.1,18.4 | 1011.9
