date,bid1,bid2,bid3,bid4,bid5,offer1,offer2,offer3,offer4,offer5
2022-08-04 10:00:00.050838,17.1 | 702.6,17.0 | 1097.3,16.9 | 1068.5,16.8 | 1227.5,16.7 | 643.0,17.2 | 243.9,17.3 | 1344.3,17.4 | 943.1,17.5 | 1205.2,17.6 | 640.1
2022-08-04 10:01:00.077929,17.2 | 290.1,17.1 | 1023.1,17.0 | 1202.4,16.9 | 1044.2,16.8 | 1237.5,17.3 | 1351.7,17.4 | 848.2,17.5 | 1257.2,17.6 | 445.1,17.7 | 360.1
2022-08-04 10:02:00.067915,17.2 | 355.9,17.1 | 1024.8,17.0 | 1206.7,16.9 | 1044.2,16.8 | 1247.5,17.3 | 1337.8,17.4 | 920.6,17.5 | 1314.1,17.6 | 494.2,17.7 | 365.1
2022-08-04 10:03:00.055541,17.2 | 368.5,17.1 | 1268.2,17.0 | 1257.8,16.9 | 1044.2,16.8 | 1251.5,17.3 | 1413.4,17.4 | 1137.6,17.5 | 1315.2,17.6 | 494.7,17.7 | 369.1
2022-08-04 10:04:00.042256,17.1 | 836.2,17.0 | 1257.6,16.9 | 1047.2,16.8 | 1251.8,16.7 | 402.0,17.2 | 747.1,17.3 | 1421.1,17.4 | 1169.8,17.5 | 1236.3,17.6 | 494.7
2022-08-04 10:05:00.041886,17.1 | 1038.6,17.0 | 1287.4,16.9 | 1047.2,16.8 | 1251.0,16.7 | 417.0,17.2 | 760.5,17.3 | 1418.3,17.4 | 1181.5,17.5 | 1238.8,17.6 | 516.0
2022-08-04 10:06:00.060780,17.1 | 1036.7,17.0 | 1298.4,16.9 | 1066.4,16.8 | 1251.0,16.7 | 418.0,17.2 | 874.4,17.3 | 1311.6,17.4 | 1202.0,17.5 | 1239.9,17.6 | 526.4
2022-08-04 10:07:00.061427,17.1 | 850.6,17.0 | 1298.0,16.9 | 1086.4,16.8 | 1251.2,16.7 | 420.0,17.2 | 870.4,17.3 | 1313.1,17.4 | 1202.0,17.5 | 1250.1,17.6 | 527.5
2022-08-04 10:08:00.077334,17.1 | 866.7,17.0 | 1301.6,16.9 | 1086.4,16.8 | 1251.5,16.7 | 432.0,17.2 | 880.0,17.3 | 1515.6,17.4 | 1197.7,17.5 | 1275.6,17.6 | 529.3
2022-08-04 10:09:00.085671,17.1 | 864.1,17.0 | 1309.4,16.9 | 1086.4,16.8 | 1261.7,16.7 | 433.0,17.2 | 968.2,17.3 | 1529.1,17.4 | 1230.5,17.5 | 1274.8,17.6 | 529.3
2022-08-04 10:10:00.072246,17.1 | 796.6,17.0 | 1331.3,16.9 | 1088.6,16.8 | 1260.7,16.7 | 436.2,17.2 | 972.4,17.3 | 1535.6,17.4 | 1235.3,17.5 | 1327.3,17.6 | 527.3
2022-08-04 10:11:00.053590,17.1 | 578.8,17.0 | 1329.0,16.9 | 1088.8,16.8 | 1261.7,16.7 | 436.3,17.2 | 1006.0,17.3 | 1539.8,17.4 | 1235.3,17.5 | 1324.3,17.6 | 528.7
2022-08-04 10:12:00.058146,17.1 | 815.3,17.0 | 1330.5,16.9 | 1088.5,16.8 | 1260.8,16.7 | 446.4,17.2 | 1006.0,17.3 | 1533.8,17.4 | 1236.0,17.5 | 1324.6,17.6 | 528.7
2022-08-04 10:13:00.081793,17.1 | 833.5,17.0 | 1338.9,16.9 | 1090.0,16.8 | 1265.8,16.7 | 446.4,17.2 | 1036.0,17.3 | 1562.6,17.4 | 1238.0,17.5 | 1324.6,17.6 | 528.7
2022-08-04 10:14:00.072270,17.1 | 746.1,17.0 | 1338.8,16.9 | 1089.6,16.8 | 1267.2,16.7 | 446.4,17.2 | 1032.0,17.3 | 1595.1,17.4 | 1240.0,17.5 | 1335.1,17.6 | 540.7
2022-08-04 10:15:00.058160,17.1 | 581.9,17.0 | 1339.1,16.9 | 1099.8,16.8 | 1373.7,16.7 | 446.5,17.2 | 1033.0,17.3 | 1595.2,17.4 | 1236.0,17.5 | 1335.6,17.6 | 540.7
2022-08-04 10:16:00.060469,17.1 | 596.8,17.0 | 1348.7,16.9 | 1099.3,16.8 | 1373.7,16.7 | 446.5,17.2 | 1039.5,17.3 | 1600.2,17.4 | 1245.5,17.5 | 1335.6,17.6 | 540.7
2022-08-04 10:17:00.066022,17.1 | 610.3,17.0 | 1362.6,16.9 | 1108.0,16.8 | 1374.9,16.7 | 447.5,17.2 | 841.6,17.3 | 1637.1,17.4 | 1246.5,17.5 | 1326.1,17.6 | 550.7
2022-08-04 10:18:00.053263,17.1 | 611.1,17.0 | 1363.8,16.9 | 1108.0,16.8 | 1374.9,16.7 | 447.5,17.2 | 869.2,17.3 | 1616.8,17.4 | 1249.6,17.5 | 1335.1,17.6 | 551.7
2022-08-04 10:19:00.060975,17.1 | 646.3,17.0 | 1364.2,16.9 | 1118.1,16.8 | 1377.0,16.7 | 447.6,17.2 | 879.2,17.3 | 1622.8,17.4 | 1250.0,17.5 | 1338.1,17.6 | 561.7
2022-08-04 10:20:00.065697,17.1 | 667.2,17.0 | 1365.9,16.9 | 1118.6,16.8 | 1384.7,16.7 | 447.6,17.2 | 873.5,17.3 | 1621.2,17.4 | 1251.4,17.5 | 1338.2,17.6 | 561.8
2022-08-04 10:21:00.051752,17.1 | 777.4,17.0 | 1368.0,16.9 | 1118.6,16.8 | 1384.9,16.7 | 467.6,17.2 | 971.7,17.3 | 1676.5,17.4 | 1252.4,17.5 | 1338.2,17.6 | 561.8
2022-08-04 10:22:00.062851,17.1 | 787.8,17.0 | 1404.1,16.9 | 1118.6,16.8 | 1384.9,16.7 | 465.6,17.2 | 978.0,17.3 | 1682.5,17.4 | 1252.9,17.5 | 1339.7,17.6 | 563.2
2022-08-04 10:23:00.064702,17.1 | 783.9,17.0 | 1406.1,16.9 | 1098.6,16.8 | 1384.9,16.7 | 465.6,17.2 | 970.9,17.3 | 1679.5,17.4 | 1252.9,17.5 | 1352.7,17.6 | 563.2
2022-08-04 10:24:00.060546,17.1 | 783.5,17.0 | 1407.1,16.9 | 1098.6,16.8 | 1385.0,16.7 | 465.6,17.2 | 960.4,17.3 | 1679.5,17.4 | 1252.8,17.5 | 1363.7,17.6 | 553.2
2022-08-04 10:25:00.061578,17.1 | 772.0,17.0 | 1408.0,16.9 | 1098.6,16.8 | 1385.2,16.7 | 465.6,17.2 | 955.4,17.3 | 1681.0,17.4 | 1260.8,17.5 | 1363.7,17.6 | 553.2
2022-08-04 10:26:00.058138,17.1 | 917.2,17.0 | 1409.0,16.9 | 1100.6,16.8 | 1385.2,16.7 | 465.9,17.2 | 1013.2,17.3 | 1657.2,17.4 | 1232.5,17.5 | 1363.7,17.6 | 553.5
2022-08-04 10:27:00.062764,17.1 | 791.0,17.0 | 1412.5,16.9 | 1100.6,16.8 | 1385.2,16.7 | 465.9,17.2 | 1013.4,17.3 | 1697.2,17.4 | 1234.3,17.5 | 1363.7,17.6 | 554.5
2022-08-04 10:28:00.080196,17.1 | 947.0,17.0 | 1412.8,16.9 | 1095.6,16.8 | 1385.2,16.7 | 465.9,17.2 | 1012.4,17.3 | 1697.2,17.4 | 1239.8,17.5 | 1364.7,17.6 | 554.5
2022-08-04 10:29:00.072051,17.1 | 846.5,17.0 | 1413.3,16.9 | 1094.7,16.8 | 1385.3,16.7 | 466.0,17.2 | 1041.4,17.3 | 1697.2,17.4 | 1239.8,17.5 | 1365.2,17.6 | 555.5
2022-08-04 10:30:00.059483,17.1 | 866.7,17.0 | 1413.3,16.9 | 1099.8,16.8 | 1385.4,16.7 | 466.1,17.2 | 1043.4,17.3 | 1712.9,17.4 | 1247.8,17.5 | 1365.2,17.6 | 555.5
2022-08-04 10:31:00.064125,17.1 | 869.8,17.0 | 1413.3,16.9 | 1104.8,16.8 | 1385.4,16.7 | 466.1,17.2 | 1042.4,17.3 | 1703.8,17.4 | 1247.8,17.5 | 1377.2,17.6 | 560.6
2022-08-04 10:32:00.058730,17.1 | 876.0,17.0 | 1410.5,16.9 | 1105.8,16.8 | 1380.4,16.7 | 436.1,17.2 | 993.4,17.3 | 1713.3,17.4 | 1248.5,17.5 | 1377.2,17.6 | 560.6
2022-08-04 10:33:00.062328,17.1 | 873.7,17.0 | 1410.5,16.9 | 1116.0,16.8 | 1380.4,16.7 | 438.3,17.2 | 1018.8,17.3 | 1700.1,17.4 | 1248.5,17.5 | 1377.2,17.6 | 560.7
2022-08-04 10:34:00.055229,17.1 | 877.5,17.0 | 1400.5,16.9 | 1127.0,16.8 | 1384.4,16.7 | 438.3,17.2 | 1017.8,17.3 | 1704.3,17.4 | 1250.2,17.5 | 1377.2,17.6 | 560.7
2022-08-04 10:35:00.057913,17.1 | 906.1,17.0 | 1401.6,16.9 | 1127.0,16.8 | 1384.4,16.7 | 438.3,17.2 | 1027.7,17.3 | 1704.4,17.4 | 1252.2,17.5 | 1375.2,17.6 | 560.7
2022-08-04 10:36:00.057983,17.1 | 878.7,17.0 | 1402.6,16.9 | 1127.0,16.8 | 1384.4,16.7 | 438.3,17.2 | 1029.2,17.3 | 1705.4,17.4 | 1252.2,17.5 | 1383.2,17.6 | 561.2
2022-08-04 10:37:00.060669,17.1 | 880.8,17.0 | 1405.9,16.9 | 1137.0,16.8 | 1384.4,16.7 | 438.3,17.2 | 1026.6,17.3 | 1705.9,17.4 | 1252.2,17.5 | 1383.3,17.6 | 561.2
2022-08-04 10:38:00.064088,17.1 | 881.3,17.0 | 1406.9,16.9 | 1137.0,16.8 | 1384.4,16.7 | 438.3,17.2 | 977.2,17.3 | 1708.1,17.4 | 1254.2,17.5 | 1391.3,17.6 | 571.2
2022-08-04 10:39:00.059250,17.1 | 1054.3,17.0 | 1406.8,16.9 | 1137.2,16.8 | 1384.6,16.7 | 438.3,17.2 | 974.7,17.3 | 1719.1,17.4 | 1244.7,17.5 | 1391.3,17.6 | 571.2
2022-08-04 10:40:00.055761,17.1 | 1058.6,17.0 | 1406.8,16.9 | 1157.2,16.8 | 1364.6,16.7 | 438.3,17.2 | 978.5,17.3 | 1721.1,17.4 | 1244.8,17.5 | 1394.2,17.6 | 571.2
2022-08-04 10:41:00.057559,17.1 | 1058.2,17.0 | 1406.8,16.9 | 1157.2,16.8 | 1384.9,16.7 | 438.7,17.2 | 981.0,17.3 | 1722.1,17.4 | 1246.8,17.5 | 1395.2,17.6 | 571.2
2022-08-04 10:42:00.057608,17.1 | 888.5,17.0 | 1407.8,16.9 | 1159.2,16.8 | 1384.9,16.7 | 438.7,17.2 | 1175.0,17.3 | 1722.1,17.4 | 1261.8,17.5 | 1385.2,17.6 | 571.2
2022-08-04 10:43:00.062939,17.1 | 1145.3,17.0 | 1408.3,16.9 | 1159.9,16.8 | 1385.2,16.7 | 438.7,17.2 | 1175.1,17.3 | 1773.5,17.4 | 1267.3,17.5 | 1335.2,17.6 | 571.2
2022-08-04 10:44:00.065603,17.1 | 993.6,17.0 | 1409.2,16.9 | 1159.9,16.8 | 1385.2,16.7 | 439.7,17.2 | 1271.7,17.3 | 1773.5,17.4 | 1167.3,17.5 | 1328.7,17.6 | 571.3
2022-08-04 10:45:00.058230,17.1 | 990.7,17.0 | 1412.2,16.9 | 1159.9,16.8 | 1385.2,16.7 | 439.7,17.2 | 1276.9,17.3 | 1781.5,17.4 | 1168.7,17.5 | 1330.7,17.6 | 571.3
2022-08-04 10:46:00.060734,17.1 | 992.6,17.0 | 1409.2,16.9 | 1159.9,16.8 | 1385.2,16.7 | 439.7,17.2 | 1273.7,17.3 | 1787.7,17.4 | 1167.7,17.5 | 1330.7,17.6 | 571.3
2022-08-04 10:47:00.060415,17.1 | 942.2,17.0 | 1410.3,16.9 | 1159.9,16.8 | 1386.2,16.7 | 442.9,17.2 | 1271.4,17.3 | 1789.7,17.4 | 1171.9,17.5 | 1330.7,17.6 | 571.3
