date,bid1,bid2,bid3,bid4,bid5,offer1,offer2,offer3,offer4,offer5
2022-10-03 10:00:00.028491,16.2 | 501.0,16.1 | 1080.5,16.0 | 1333.8,15.9 | 684.9,15.8 | 712.2,16.3 | 238.4,16.4 | 272.6,16.5 | 580.9,16.6 | 517.5,16.7 | 441.6
2022-10-03 10:01:00.065522,16.2 | 576.4,16.1 | 1092.5,16.0 | 1333.8,15.9 | 687.0,15.8 | 712.2,16.3 | 397.7,16.4 | 315.4,16.5 | 590.9,16.6 | 527.5,16.7 | 461.6
2022-10-03 10:02:00.068427,16.2 | 313.4,16.1 | 1091.3,16.0 | 1336.4,15.9 | 687.0,15.8 | 752.2,16.3 | 402.7,16.4 | 330.4,16.5 | 640.9,16.6 | 529.5,16.7 | 461.6
2022-10-03 10:03:00.069072,16.2 | 295.3,16.1 | 1233.6,16.0 | 1342.1,15.9 | 686.0,15.8 | 752.2,16.3 | 403.2,16.4 | 334.4,16.5 | 650.4,16.6 | 529.5,16.7 | 451.6
2022-10-03 10:04:00.055037,16.2 | 296.6,16.1 | 1234.3,16.0 | 1345.1,15.9 | 686.0,15.8 | 752.4,16.3 | 407.7,16.4 | 334.4,16.5 | 656.9,16.6 | 529.5,16.7 | 451.6
2022-10-03 10:05:00.045478,16.2 | 303.1,16.1 | 1239.9,16.0 | 1346.4,15.9 | 687.6,15.8 | 762.6,16.3 | 412.2,16.4 | 331.6,16.5 | 656.9,16.6 | 529.5,16.7 | 453.6
2022-10-03 10:06:00.067774,16.2 | 302.7,16.1 | 1239.9,16.0 | 1358.8,15.9 | 689.8,15.8 | 763.6,16.3 | 457.2,16.4 | 331.6,16.5 | 656.9,16.6 | 529.5,16.7 | 453.6
2022-10-03 10:07:00.064085,16.2 | 303.7,16.1 | 1242.6,16.0 | 1359.2,15.9 | 700.8,15.8 | 763.6,16.3 | 457.7,16.4 | 332.6,16.5 | 656.9,16.6 | 529.5,16.7 | 453.6
2022-10-03 10:08:00.060122,16.2 | 362.1,16.1 | 1242.7,16.0 | 1379.0,15.9 | 700.8,15.8 | 773.6,16.3 | 458.2,16.4 | 332.6,16.5 | 656.4,16.6 | 529.5,16.7 | 453.6
2022-10-03 10:09:00.058251,16.2 | 361.6,16.1 | 1243.7,16.0 | 1391.5,15.9 | 1025.8,15.8 | 1013.6,16.3 | 458.0,16.4 | 333.6,16.5 | 656.9,16.6 | 529.5,16.7 | 453.6
2022-10-03 10:10:00.067150,16.2 | 361.7,16.1 | 1247.3,16.0 | 1463.7,15.9 | 1025.8,15.8 | 1023.7,16.3 | 464.7,16.4 | 333.6,16.5 | 656.9,16.6 | 529.5,16.7 | 453.6
2022-10-03 10:11:00.070492,16.2 | 372.4,16.1 | 1247.1,16.0 | 1468.7,15.9 | 1025.8,15.8 | 1023.7,16.3 | 464.5,16.4 | 333.6,16.5 | 656.9,16.6 | 529.5,16.7 | 453.6
2022-10-03 10:12:00.065951,16.2 | 355.6,16.1 | 1255.2,16.0 | 1469.3,15.9 | 1025.8,15.8 | 1025.9,16.3 | 479.5,16.4 | 334.5,16.5 | 656.9,16.6 | 529.5,16.7 | 453.6
2022-10-03 10:13:00.053664,16.2 | 366.4,16.1 | 1257.4,16.0 | 1484.3,15.9 | 1026.8,15.8 | 1030.9,16.3 | 483.8,16.4 | 333.9,16.5 | 656.9,16.6 | 530.1,16.7 | 453.6
2022-10-03 10:14:00.052301,16.2 | 369.9,16.1 | 1259.5,16.0 | 1490.3,15.9 | 1027.1,15.8 | 1130.9,16.3 | 483.0,16.4 | 334.2,16.5 | 656.7,16.6 | 530.1,16.7 | 453.6
2022-10-03 10:15:00.055962,16.2 | 383.9,16.1 | 1260.7,16.0 | 1490.4,15.9 | 1027.1,15.8 | 1130.9,16.3 | 483.0,16.4 | 334.2,16.5 | 657.2,16.6 | 530.1,16.7 | 453.6
2022-10-03 10:16:00.051128,16.2 | 394.7,16.1 | 1246.2,16.0 | 1490.0,15.9 | 1027.4,15.8 | 1133.0,16.3 | 484.2,16.4 | 334.2,16.5 | 657.2,16.6 | 530.1,16.7 | 453.6
2022-10-03 10:17:00.049849,16.2 | 394.8,16.1 | 1271.7,16.0 | 1496.4,15.9 | 1027.4,15.8 | 1033.0,16.3 | 484.2,16.4 | 334.2,16.5 | 658.0,16.6 | 530.1,16.7 | 453.6
2022-10-03 10:18:00.049335,16.2 | 396.8,16.1 | 1266.3,16.0 | 1505.4,15.9 | 1027.4,15.8 | 1036.8,16.3 | 488.5,16.4 | 334.2,16.5 | 658.0,16.6 | 530.1,16.7 | 453.6
2022-10-03 10:19:00.063635,16.2 | 397.4,16.1 | 1266.4,16.0 | 1506.6,15.9 | 1027.4,15.8 | 1036.8,16.3 | 489.8,16.4 | 334.2,16.5 | 657.5,16.6 | 530.1,16.7 | 453.6
2022-10-03 10:20:00.068580,16.2 | 381.9,16.1 | 1266.4,16.0 | 1507.6,15.9 | 1027.4,15.8 | 1038.1,16.3 | 496.2,16.4 | 334.2,16.5 | 657.5,16.6 | 530.1,16.7 | 453.6
2022-10-03 10:21:00.047762,16.2 | 384.8,16.1 | 1429.6,16.0 | 1509.5,15.9 | 1037.4,15.8 | 1038.1,16.3 | 496.3,16.4 | 334.2,16.5 | 658.0,16.6 | 530.1,16.7 | 453.6
2022-10-03 10:22:00.056950,16.2 | 369.2,16.1 | 1437.6,16.0 | 1513.5,15.9 | 1037.4,15.8 | 1038.1,16.3 | 511.5,16.4 | 334.2,16.5 | 658.0,16.6 | 530.1,16.7 | 453.6
2022-10-03 10:23:00.051174,16.2 | 362.6,16.1 | 1447.6,16.0 | 1514.5,15.9 | 1037.4,15.8 | 1038.1,16.3 | 511.2,16.4 | 334.2,16.5 | 657.5,16.6 | 530.1,16.7 | 453.6
2022-10-03 10:24:00.071490,16.2 | 423.8,16.1 | 1415.6,16.0 | 1516.5,15.9 | 1037.4,15.8 | 1038.1,16.3 | 517.4,16.4 | 334.2,16.5 | 657.5,16.6 | 530.1,16.7 | 453.6
2022-10-03 10:25:00.067240,16.2 | 395.7,16.1 | 1415.6,16.0 | 1516.5,15.9 | 1039.6,15.8 | 1038.1,16.3 | 528.2,16.4 | 334.2,16.5 | 658.0,16.6 | 530.1,16.7 | 453.6
2022-10-03 10:26:00.062436,16.2 | 401.9,16.1 | 1447.8,16.0 | 1522.0,15.9 | 1039.6,15.8 | 1038.6,16.3 | 528.4,16.4 | 334.2,16.5 | 658.0,16.6 | 530.1,16.7 | 453.9
2022-10-03 10:27:00.048396,16.2 | 379.7,16.1 | 1346.6,16.0 | 1540.0,15.9 | 1039.6,15.8 | 1038.6,16.3 | 528.4,16.4 | 334.2,16.5 | 657.9,16.6 | 530.1,16.7 | 453.9
2022-10-03 10:28:00.058944,16.2 | 377.8,16.1 | 1346.7,16.0 | 1551.0,15.9 | 1059.6,15.8 | 1038.6,16.3 | 530.4,16.4 | 334.2,16.5 | 657.4,16.6 | 530.1,16.7 | 453.9
2022-10-03 10:29:00.050570,16.1 | 1367.6,16.0 | 1552.9,15.9 | 1059.6,15.8 | 1046.6,15.7 | 452.7,16.2 | 535.8,16.3 | 507.1,16.4 | 307.6,16.5 | 787.4,16.6 | 530.5
2022-10-03 10:30:00.054760,16.1 | 1327.0,16.0 | 1555.6,15.9 | 1069.7,15.8 | 1046.6,15.7 | 452.7,16.2 | 551.2,16.3 | 506.7,16.4 | 307.6,16.5 | 787.4,16.6 | 530.5
2022-10-03 10:31:00.232832,16.1 | 1467.0,16.0 | 1654.9,15.9 | 1069.7,15.8 | 1046.6,15.7 | 452.7,16.2 | 558.6,16.3 | 508.7,16.4 | 314.1,16.5 | 787.4,16.6 | 530.5
2022-10-03 10:32:00.233893,16.1 | 1466.1,16.0 | 1654.5,15.9 | 1069.9,15.8 | 1046.6,15.7 | 452.7,16.2 | 566.8,16.3 | 558.6,16.4 | 307.8,16.5 | 787.4,16.6 | 530.5
2022-10-03 10:33:00.044920,16.1 | 1412.0,16.0 | 1664.0,15.9 | 1082.7,15.8 | 1046.6,15.7 | 453.2,16.2 | 571.0,16.3 | 558.6,16.4 | 307.3,16.5 | 787.4,16.6 | 530.5
2022-10-03 10:34:00.045829,16.1 | 1199.4,16.0 | 1616.2,15.9 | 1092.7,15.8 | 1056.6,15.7 | 473.2,16.2 | 571.7,16.3 | 558.1,16.4 | 306.5,16.5 | 787.9,16.6 | 530.5
2022-10-03 10:35:00.044330,16.1 | 1197.4,16.0 | 1616.5,15.9 | 1112.5,15.8 | 1059.6,15.7 | 473.2,16.2 | 572.6,16.3 | 558.0,16.4 | 306.5,16.5 | 787.9,16.6 | 529.9
2022-10-03 10:36:00.050461,16.1 | 1196.3,16.0 | 1618.5,15.9 | 1112.6,15.8 | 1079.8,15.7 | 473.2,16.2 | 573.1,16.3 | 558.0,16.4 | 309.0,16.5 | 787.9,16.6 | 529.9
2022-10-03 10:37:00.063029,16.1 | 1083.0,16.0 | 1789.9,15.9 | 1112.6,15.8 | 1080.0,15.7 | 473.3,16.2 | 671.7,16.3 | 557.3,16.4 | 308.0,16.5 | 787.9,16.6 | 529.9
2022-10-03 10:38:00.067405,16.1 | 1070.0,16.0 | 1780.2,15.9 | 1112.6,15.8 | 1102.0,15.7 | 473.3,16.2 | 648.3,16.3 | 556.4,16.4 | 308.0,16.5 | 787.4,16.6 | 529.9
2022-10-03 10:39:00.063303,16.1 | 1063.9,16.0 | 1788.5,15.9 | 793.3,15.8 | 1023.3,15.7 | 473.3,16.2 | 648.8,16.3 | 556.3,16.4 | 308.1,16.5 | 789.1,16.6 | 529.9
2022-10-03 10:40:00.091839,16.1 | 1059.5,16.0 | 1787.6,15.9 | 798.5,15.8 | 1028.3,15.7 | 473.4,16.2 | 648.8,16.3 | 556.3,16.4 | 308.1,16.5 | 789.1,16.6 | 529.9
2022-10-03 10:41:00.078999,16.1 | 1058.3,16.0 | 1791.9,15.9 | 811.5,15.8 | 1028.3,15.7 | 423.4,16.2 | 647.7,16.3 | 556.5,16.4 | 308.1,16.5 | 788.6,16.6 | 529.9
2022-10-03 10:42:00.043144,16.1 | 1059.2,16.0 | 1792.1,15.9 | 811.5,15.8 | 1047.4,15.7 | 424.4,16.2 | 750.5,16.3 | 556.0,16.4 | 307.9,16.5 | 789.1,16.6 | 529.9
2022-10-03 10:43:00.061526,16.1 | 1059.0,16.0 | 1808.1,15.9 | 811.5,15.8 | 1047.4,15.7 | 425.4,16.2 | 789.5,16.3 | 556.0,16.4 | 307.9,16.5 | 789.1,16.6 | 529.9
2022-10-03 10:44:00.073849,16.1 | 1084.5,16.0 | 1845.0,15.9 | 819.9,15.8 | 1057.9,15.7 | 431.4,16.2 | 789.5,16.3 | 554.5,16.4 | 307.9,16.5 | 789.1,16.6 | 529.9
2022-10-03 10:45:00.055327,16.1 | 1083.3,16.0 | 1850.9,15.9 | 820.1,15.8 | 1060.5,15.7 | 431.6,16.2 | 789.5,16.3 | 555.0,16.4 | 307.9,16.5 | 789.1,16.6 | 529.9
2022-10-03 10:46:00.063522,16.1 | 1084.4,16.0 | 1851.2,15.9 | 821.1,15.8 | 1063.8,15.7 | 431.6,16.2 | 788.1,16.3 | 553.0,16.4 | 307.9,16.5 | 788.6,16.6 | 529.9
2022-10-03 10:47:00.084609,16.1 | 1083.4,16.0 | 1855.2,15.9 | 801.2,15.8 | 1078.2,15.7 | 433.0,16.2 | 788.7,16.3 | 554.0,16.4 | 307.9,16.5 | 792.6,16.6 | 529.9
2022-10-03 10:48:00.064732,16.1 | 1139.7,16.0 | 1831.3,15.9 | 802.0,15.8 | 1082.1,15.7 | 438.1,16.2 | 788.8,16.3 | 554.0,16.4 | 313.9,16.5 | 792.6,16.6 | 529.9
2022-10-03 10:49:00.063533,16.1 | 1145.5,16.0 | 1837.6,15.9 | 804.8,15.8 | 1082.1,15.7 | 433.1,16.2 | 787.8,16.3 | 553.9,16.4 | 313.9,16.5 | 792.6,16.6 | 529.9
2022-10-03 10:50:00.061850,16.1 | 1145.1,16.0 | 1840.7,15.9 | 815.1,15.8 | 1083.3,15.7 | 433.1,16.2 | 786.7,16.3 | 554.1,16.4 | 313.9,16.5 | 792.6,16.6 | 529.9
2022-10-03 10:51:00.051980,16.1 | 1135.8,16.0 | 1914.5,15.9 | 815.1,15.8 | 1083.3,15.7 | 433.1,16.2 | 787.0,16.3 | 554.1,16.4 | 313.9,16.5 | 792.6,16.6 | 529.9
2022-10-03 10:52:00.058126,16.1 | 1091.4,16.0 | 1955.0,15.9 | 815.4,15.8 | 1083.3,15.7 | 434.7,16.2 | 781.6,16.3 | 554.1,16.4 | 313.9,16.5 | 793.1,16.6 | 529.9
2022-10-03 10:53:00.062695,16.1 | 1060.2,16.0 | 1917.4,15.9 | 815.5,15.8 | 1083.3,15.7 | 436.7,16.2 | 779.8,16.3 | 554.1,16.4 | 313.9,16.5 | 792.6,16.6 | 529.9
2022-10-03 10:54:00.064041,16.1 | 1095.2,16.0 | 1917.1,15.9 | 815.5,15.8 | 1093.4,15.7 | 436.7,16.2 | 778.7,16.3 | 554.2,16.4 | 313.9,16.5 | 792.6,16.6 | 529.9
2022-10-03 10:55:00.071941,16.1 | 1106.0,16.0 | 1921.8,15.9 | 815.5,15.8 | 1113.4,15.7 | 436.7,16.2 | 778.7,16.3 | 554.2,16.4 | 313.9,16.5 | 792.6,16.6 | 529.9
2022-10-03 10:56:00.067544,16.1 | 1102.7,16.0 | 1922.2,15.9 | 816.6,15.8 | 1113.4,15.7 | 436.7,16.2 | 780.4,16.3 | 554.2,16.4 | 313.9,16.5 | 792.6,16.6 | 529.9
2022-10-03 10:57:00.062274,16.1 | 1065.9,16.0 | 1922.2,15.9 | 816.7,15.8 | 1113.4,15.7 | 436.7,16.2 | 778.1,16.3 | 554.2,16.4 | 313.9,16.5 | 793.6,16.6 | 529.9
2022-10-03 10:58:00.065394,16.1 | 1098.0,16.0 | 1958.1,15.9 | 818.9,15.8 | 1104.4,15.7 | 437.7,16.2 | 775.6,16.3 | 554.2,16.4 | 313.9,16.5 | 794.1,16.6 | 529.9
2022-10-03 10:59:00.066566,16.1 | 1090.3,16.0 | 1957.7,15.9 | 819.9,15.8 | 1106.4,15.7 | 437.7,16.2 | 775.9,16.3 | 554.2,16.4 | 313.9,16.5 | 794.1,16.6 | 529.9
2022-10-03 11:00:00.056266,16.1 | 1047.2,16.0 | 1918.2,15.9 | 824.9,15.8 | 1106.9,15.7 | 438.8,16.2 | 824.7,16.3 | 504.2,16.4 | 313.9,16.5 | 793.6,16.6 | 529.9
2022-10-03 11:01:00.046603,16.1 | 1051.6,16.0 | 1919.8,15.9 | 825.9,15.8 | 1118.9,15.7 | 440.8,16.2 | 825.1,16.3 | 507.2,16.4 | 313.9,16.5 | 793.6,16.6 | 529.9
2022-10-03 11:02:00.050230,16.1 | 1052.1,16.0 | 1921.0,15.9 | 832.9,15.8 | 1123.9,15.7 | 440.9,16.2 | 824.3,16.3 | 507.2,16.4 | 313.9,16.5 | 793.7,16.6 | 529.9
2022-10-03 11:03:00.056658,16.1 | 1164.7,16.0 | 1923.0,15.9 | 833.1,15.8 | 1123.9,15.7 | 440.9,16.2 | 812.1,16.3 | 510.0,16.4 | 313.9,16.5 | 793.8,16.6 | 529.9
2022-10-03 11:04:00.066619,16.1 | 1041.6,16.0 | 1923.0,15.9 | 833.1,15.8 | 1123.9,15.7 | 440.9,16.2 | 810.7,16.3 | 709.0,16.4 | 313.9,16.5 | 793.8,16.6 | 529.9
2022-10-03 11:05:00.064316,16.1 | 1037.8,16.0 | 1922.5,15.9 | 832.9,15.8 | 1122.9,15.7 | 440.9,16.2 | 810.2,16.3 | 508.9,16.4 | 313.9,16.5 | 793.9,16.6 | 529.9
2022-10-03 11:06:00.048493,16.1 | 1037.2,16.0 | 1923.9,15.9 | 837.0,15.8 | 1122.9,15.7 | 440.9,16.2 | 810.1,16.3 | 509.0,16.4 | 313.9,16.5 | 794.2,16.6 | 529.9
2022-10-03 11:07:00.049314,16.1 | 1089.2,16.0 | 1924.0,15.9 | 837.7,15.8 | 1122.9,15.7 | 440.9,16.2 | 818.6,16.3 | 509.0,16.4 | 313.9,16.5 | 794.1,16.6 | 529.9
2022-10-03 11:08:00.062738,16.0 | 1926.0,15.9 | 973.2,15.8 | 1128.2,15.7 | 532.2,15.6 | 403.3,16.1 | 555.8,16.2 | 786.9,16.3 | 504.7,16.4 | 289.6,16.5 | 378.8
2022-10-03 11:09:00.050824,16.0 | 1863.8,15.9 | 980.7,15.8 | 1130.2,15.7 | 547.4,15.6 | 503.5,16.1 | 506.5,16.2 | 765.8,16.3 | 504.5,16.4 | 299.1,16.5 | 378.8
2022-10-03 11:10:00.049881,16.0 | 1866.8,15.9 | 993.0,15.8 | 1130.4,15.7 | 547.5,15.6 | 503.5,16.1 | 500.2,16.2 | 792.6,16.3 | 506.5,16.4 | 299.1,16.5 | 378.8
2022-10-03 11:11:00.055289,16.0 | 1879.5,15.9 | 990.7,15.8 | 1141.0,15.7 | 573.5,15.6 | 511.5,16.1 | 500.4,16.2 | 791.9,16.3 | 506.5,16.4 | 299.1,16.5 | 378.8
